+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;;+;+;+;;+;;+;;+;;+;;;;;;+;;+;;+;+;;;;+;;+;;+
;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;;+;+;+
+;+;+;;+;;+;;+;+;+;+;+;+;+;;;+;+;+;;;;+;;+;+;+;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+;+;+;+;;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;;;;+;;+;;+;;+;;+;+;+;+;+;+;+;+;;+;;+;;+;+;;;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;;+;+;+;;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;;+
+;+;+;+;+;;+;+;;;;+;+;+;+;;;+;;+;+;;+;;+;+;+;+;;;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;;+;+;;+;+;+;;;;+;+;+;+;+;+;;;+;;+;;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+
+;;;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;;+;;;;+;;+;+;+;+;+;+;;;;;+;+;+;;;+;;+;+;;+;;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;;+;+;+;+;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;;;;+;+;+;+;;+;+;;+;+;+;+;
+;+;;+;+;;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;;+;;+;;;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;;+;;;+;+;+;+;;;+;+;;+;;+;;+;;+;+;;;;+;+;;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;;;+;+;;+;;+;+;+;+;+;+;+;+;;;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;;+;+;+;;;;+;+;+;+;+;;+;;+;+;;+;;+;+;+;;+
;;+;;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+
+;+;;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;+;+;+
+;;;;+;+;;+;+;+;;;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+
;;+;+;;;;;;;+;+;;;;;;+;;+;+;;;;;;;+;+;+;;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;;;+;;;;;;;+;+;;;;+;;+;+;;;+;;;+;;+;;;;+
+;+;+;+;;+;+;;;;+;+;+;+;+;+;;+;+;;+;+;+;+;;+;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+;+;+;;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;+;+;+;+;;+
+;+;+;+;+;+;+;;+;;+;+;+;+;+;+;+;;+;+;+;;+;;+;;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+
+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+
;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;;;;+;+;+;+;+;;+;+;+;;+;+;;+;+;+;+;+;+;+;;;;+;;+
+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+
+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;;;+;;;+;+;;+;+;+;;+;;;+;+;;;+;;;;+;+;;+;;+;+
+;+;;;+;+;+;+;;+;;;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;+;;+;;+;;;;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;;+;+;+;;;;;;;;;+;+;+;+;+;;+;;+;+;+;;;;+;+;;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;;+;+;+;+;;+;+;+;;;;+;+;;+;+;+;;+;+;;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;;+;+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;+;+;+;+;+;;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;;+;+
+;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;;+;;+;;+;+;;;+;+;+;+;+;;+;;+;+;;+;+;;;+;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;;+;+;+;+;;+;;;+;;;+;+;+;+;+;+;;+;;+;+;;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+
+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;;;+;+;+;+;+;+;;+;;;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+
+;+;+;+;;+;;+;+;+;+;+;;;+;+;;;+;+;+;+;+;+;+;+;+;;+;+;;+
;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+
+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;;+;+;+;+;+;;;;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;
+;+;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;+;;+;+;+;;+;+;+;+;+;;;+;;+;+;+;+;+;;+;;+
+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+
+;+;+;;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+
+;;+;;+;+;+;+;+;+;;+;+;+;+;;;;+;+;+;+;;+;+;+;+;+;;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;;+;;+;;+;+;+;;;+;;;+;+;+;+;;+;+;+;;+;+;+
;+;;;+;;;;;+;+;;;;+;+;;;;;;;;;;+;;;;+;+;+
+;+;;+;+;+;+;+;+;+;+;;+;+;+;+;+;;+;+;+;+;+;+;;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+
+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+
+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;;;+;+;+
+;;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;;;+;+;;+;+;+;+;+;+;;+;+;+;+;+;;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;+;+;+;;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;;;+;+;;+;+;+;+;;;+;+;+;+;+;+;;+;+;+;+;;+;;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;;+;+;+;+;+;;+;+;+;+
+;+;+;+;+;;+;+;+;;;+;;;+;+;;+;+;;+;;+;;+;+;+;+;+;;;
+;+;+;;+;+;+;+;;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;+;;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
+;+;+;+;+;+;+;+;;;+;+;+;+;+;+;;+;+;;+;;+;+;+;+;+;;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;;+;+;+;+;+;+
;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;+;;;;;;;;+;;+;+;+;;+;;+;+;+;+;+;+;+;+;+;+;;;+;;+
+;+;+;+;+;;;+;+;+;+;+;;+;;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;
+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
;;;+;+;+;+;;;+;+;+;;+;+;+;;;;+;;+;;;;+;+;+;+;;+;+
+;+;+;;+;;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;;+;;+;;+;+;+;+;+;+;+;;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;+;;+;;+;+;+;+;+;+;+;+;+;;+;;+;;;+;;+;+;+;+;+;;+;+;+;+
;+;;;+;+;+;;;+;;+;+;+;+;+;;+;;+;;;;+;+;;+;+;;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+
+;;;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;
+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;
+;+;;;+;;;+;;;;;;;;;+;+;+;;;;+;+;;;;+;;;;+
+;+;+;+;+;;+;+;;+;;+;+;+;+;+;+;+;;+;+;;+;+;;+;+;+;+;+;+;+
+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;
